customer_id,date,amount
CUST-0306,2024-04-25,10.21
CUST-0381,2024-04-26,10.27
CUST-0430,2024-04-26,37.44
CUST-0024,2024-04-26,25.32
CUST-0132,2024-04-27,10.07
CUST-0005,2024-04-27,11.28
CUST-0141,2024-04-27,10.52
CUST-0283,2024-04-27,17.7
CUST-0280,2024-04-27,10.59
CUST-0344,2024-04-27,10.54
CUST-0223,2024-04-28,12.91
CUST-0112,2024-04-28,15.4
CUST-0473,2024-04-28,12.15
CUST-0375,2024-04-28,11.37
CUST-0015,2024-04-28,12.6
CUST-0350,2024-04-28,22.27
CUST-0420,2024-04-28,11.93
CUST-0283,2024-04-28,10.56
CUST-0486,2024-04-28,16.43
CUST-0442,2024-04-28,10.82
CUST-0395,2024-04-28,22.29
CUST-0003,2024-04-29,45.35
CUST-0365,2024-04-29,10.11
CUST-0062,2024-04-29,43.59
CUST-0078,2024-04-29,23.38
CUST-0482,2024-04-29,13.12
CUST-0385,2024-04-29,14.84
CUST-0280,2024-04-30,15.42
CUST-0005,2024-04-30,13.38
CUST-0289,2024-04-30,14.57
CUST-0282,2024-04-30,11.09
CUST-0195,2024-04-30,13.15
CUST-0114,2024-04-30,16.05
CUST-0442,2024-04-30,23.37
CUST-0147,2024-05-01,16.93
CUST-0035,2024-05-01,10.34
CUST-0181,2024-05-01,11.95
CUST-0124,2024-05-01,16.46
CUST-0177,2024-05-01,10.27
CUST-0228,2024-05-01,13.53
CUST-0448,2024-05-01,76.35
CUST-0383,2024-05-01,11.99
CUST-0062,2024-05-01,13.71
CUST-0415,2024-05-02,27.42
CUST-0465,2024-05-02,14.71
CUST-0382,2024-05-02,10.55
CUST-0017,2024-05-02,15.2
CUST-0187,2024-05-02,19.91
CUST-0275,2024-05-02,10.2
CUST-0478,2024-05-02,13.49
CUST-0483,2024-05-02,10.87
CUST-0322,2024-05-03,15.27
CUST-0201,2024-05-03,14.17
CUST-0133,2024-05-03,28.17
CUST-0370,2024-05-03,30.58
CUST-0303,2024-05-03,12.57
CUST-0006,2024-05-03,13.56
CUST-0377,2024-05-03,10.22
CUST-0398,2024-05-03,10.78
CUST-0303,2024-05-03,15.32
CUST-0437,2024-05-03,36.83
CUST-0301,2024-05-03,10.03
CUST-0359,2024-05-03,11.66
CUST-0014,2024-05-03,12.24
CUST-0221,2024-05-03,10.75
CUST-0070,2024-05-03,13.21
CUST-0489,2024-05-04,13.85
CUST-0208,2024-05-04,10.6
CUST-0215,2024-05-04,11.96
CUST-0173,2024-05-04,17.87
CUST-0481,2024-05-04,11.35
CUST-0372,2024-05-04,12.13
CUST-0464,2024-05-05,21.86
CUST-0415,2024-05-05,13.4
CUST-0182,2024-05-05,16.58
CUST-0446,2024-05-05,29.03
CUST-0377,2024-05-06,10.3
CUST-0431,2024-05-06,14.45
CUST-0053,2024-05-06,18.38
CUST-0072,2024-05-06,10.1
CUST-0303,2024-05-06,22.63
CUST-0439,2024-05-06,12.37
CUST-0317,2024-05-06,19.56
CUST-0344,2024-05-06,10.96
CUST-0092,2024-05-07,12.45
CUST-0303,2024-05-07,15.09
CUST-0020,2024-05-07,13.97
CUST-0240,2024-05-07,14.43
CUST-0303,2024-05-07,15.12
CUST-0221,2024-05-07,22.11
CUST-0126,2024-05-07,11.29
CUST-0303,2024-05-07,27.88
CUST-0029,2024-05-07,11.86
CUST-0320,2024-05-08,15.16
CUST-0488,2024-05-08,11.09
CUST-0476,2024-05-08,11.73
CUST-0411,2024-05-08,10.27
CUST-0282,2024-05-08,163.12
CUST-0067,2024-05-08,31.62
CUST-0368,2024-05-09,12.57
CUST-0399,2024-05-09,10.58
CUST-0401,2024-05-09,12.57
CUST-0051,2024-05-09,12.71
CUST-0371,2024-05-09,10.5
CUST-0487,2024-05-09,22.83
CUST-0357,2024-05-09,10.49
CUST-0428,2024-05-09,10.79
CUST-0364,2024-05-09,18.62
CUST-0482,2024-05-09,10.41
CUST-0386,2024-05-09,77.43
CUST-0298,2024-05-09,10.61
CUST-0346,2024-05-09,108.61
CUST-0453,2024-05-09,24.3
CUST-0420,2024-05-10,12.41
CUST-0254,2024-05-10,12.59
CUST-0141,2024-05-10,11.79
CUST-0254,2024-05-10,11.36
CUST-0070,2024-05-11,15.14
CUST-0063,2024-05-11,12.14
CUST-0298,2024-05-11,10.22
CUST-0279,2024-05-11,22.66
CUST-0403,2024-05-11,14.17
CUST-0049,2024-05-11,13.47
CUST-0093,2024-05-11,25.93
CUST-0494,2024-05-12,12.44
CUST-0362,2024-05-12,11.31
CUST-0272,2024-05-12,11.34
CUST-0242,2024-05-12,15.8
CUST-0111,2024-05-12,10.79
CUST-0253,2024-05-13,13.42
CUST-0442,2024-05-13,10.84
CUST-0283,2024-05-13,14.72
CUST-0011,2024-05-13,10.06
CUST-0239,2024-05-13,10.99
CUST-0439,2024-05-13,14.19
CUST-0423,2024-05-13,11.24
CUST-0023,2024-05-13,12.72
CUST-0058,2024-05-14,10.28
CUST-0367,2024-05-14,23.91
CUST-0139,2024-05-14,14.77
CUST-0365,2024-05-14,11.02
CUST-0205,2024-05-14,11.99
CUST-0322,2024-05-14,10.28
CUST-0358,2024-05-14,29.23
CUST-0487,2024-05-14,11.95
CUST-0467,2024-05-14,18.1
CUST-0494,2024-05-15,12.62
CUST-0179,2024-05-15,21.99
CUST-0278,2024-05-15,10.97
CUST-0235,2024-05-15,12.12
CUST-0455,2024-05-16,11.65
CUST-0154,2024-05-16,13.78
CUST-0111,2024-05-16,41.5
CUST-0053,2024-05-16,17.87
CUST-0065,2024-05-16,14.46
CUST-0241,2024-05-17,11.15
CUST-0114,2024-05-17,33.55
CUST-0151,2024-05-17,10.99
CUST-0120,2024-05-17,11.22
CUST-0106,2024-05-17,10.24
CUST-0360,2024-05-18,18.82
CUST-0038,2024-05-18,11.79
CUST-0367,2024-05-18,27.99
CUST-0139,2024-05-18,14.04
CUST-0141,2024-05-18,10.02
CUST-0036,2024-05-18,15.25
CUST-0055,2024-05-19,12.78
CUST-0396,2024-05-19,75.72
CUST-0469,2024-05-19,12.93
CUST-0239,2024-05-19,11.21
CUST-0058,2024-05-19,12.99
CUST-0141,2024-05-19,13.73
CUST-0163,2024-05-19,10.25
CUST-0106,2024-05-19,15.64
CUST-0116,2024-05-19,42.29
CUST-0367,2024-05-19,12.11
CUST-0406,2024-05-19,12.04
CUST-0446,2024-05-19,10.6
CUST-0074,2024-05-20,12.59
CUST-0044,2024-05-20,10.62
CUST-0046,2024-05-20,10.02
CUST-0482,2024-05-20,12.74
CUST-0129,2024-05-20,14.7
CUST-0329,2024-05-20,11.35
CUST-0420,2024-05-20,10.64
CUST-0203,2024-05-20,10.3
CUST-0417,2024-05-20,15.25
CUST-0178,2024-05-21,20.82
CUST-0113,2024-05-21,21.18
CUST-0089,2024-05-21,12.08
CUST-0450,2024-05-21,10.8
CUST-0482,2024-05-21,11.58
CUST-0271,2024-05-21,11.33
CUST-0198,2024-05-21,13.37
CUST-0141,2024-05-21,12.41
CUST-0416,2024-05-22,36.03
CUST-0175,2024-05-22,15.34
CUST-0454,2024-05-22,13.05
CUST-0488,2024-05-22,20.43
CUST-0010,2024-05-22,10.87
CUST-0446,2024-05-22,10.8
CUST-0418,2024-05-23,16.58
CUST-0240,2024-05-23,11.07
CUST-0016,2024-05-23,10.4
CUST-0177,2024-05-23,10.09
CUST-0396,2024-05-23,11.63
CUST-0308,2024-05-23,10.29
CUST-0032,2024-05-24,10.23
CUST-0150,2024-05-24,10.81
CUST-0303,2024-05-24,16.6
CUST-0441,2024-05-24,15.55
CUST-0092,2024-05-24,11.94
CUST-0444,2024-05-24,13.15
CUST-0353,2024-05-24,12.18
CUST-0427,2024-05-25,11.4
CUST-0256,2024-05-25,14.12
CUST-0325,2024-05-25,14.34
CUST-0324,2024-05-25,10.32
CUST-0229,2024-05-25,15.7
CUST-0457,2024-05-25,10.25
CUST-0491,2024-05-25,10.17
CUST-0090,2024-05-25,10.35
CUST-0249,2024-05-26,19.79
CUST-0004,2024-05-26,13.27
CUST-0324,2024-05-26,14.05
CUST-0346,2024-05-26,14.06
CUST-0377,2024-05-26,30.35
CUST-0141,2024-05-26,14.25
CUST-0290,2024-05-26,11.81
CUST-0385,2024-05-26,11.73
CUST-0031,2024-05-26,25.18
CUST-0005,2024-05-26,12.87
CUST-0102,2024-05-27,10.47
CUST-0358,2024-05-27,12.75
CUST-0313,2024-05-27,19.7
CUST-0141,2024-05-28,14.26
CUST-0181,2024-05-28,12.11
CUST-0404,2024-05-28,46.46
CUST-0491,2024-05-28,11.97
CUST-0269,2024-05-28,12.45
CUST-0282,2024-05-28,15.88
CUST-0137,2024-05-28,17.27
CUST-0116,2024-05-28,29.45
CUST-0466,2024-05-28,18.26
CUST-0200,2024-05-28,10.7
CUST-0094,2024-05-29,34.62
CUST-0444,2024-05-29,19.54
CUST-0495,2024-05-29,13.48
CUST-0168,2024-05-29,10.5
CUST-0303,2024-05-30,11.33
CUST-0087,2024-05-30,10.93
CUST-0311,2024-05-30,10.49
CUST-0402,2024-05-30,19.74
CUST-0328,2024-05-30,10.34
CUST-0294,2024-05-30,14.74
CUST-0420,2024-05-30,13.71
CUST-0199,2024-05-30,10.54
CUST-0391,2024-05-31,14.08
CUST-0076,2024-05-31,13.9
CUST-0447,2024-05-31,12.75
CUST-0237,2024-05-31,13.26
CUST-0437,2024-05-31,21.82
CUST-0282,2024-05-31,11.96
CUST-0455,2024-05-31,18.63
CUST-0252,2024-05-31,10.52
CUST-0033,2024-06-01,27.67
CUST-0322,2024-06-01,10.52
CUST-0394,2024-06-01,10.92
CUST-0224,2024-06-01,11.2
CUST-0240,2024-06-01,12.36
CUST-0406,2024-06-02,10.98
CUST-0207,2024-06-02,13.02
CUST-0336,2024-06-02,21.59
CUST-0191,2024-06-02,15.8
CUST-0367,2024-06-02,12.4
CUST-0490,2024-06-02,11.98
CUST-0297,2024-06-02,17.02
CUST-0077,2024-06-03,11.08
CUST-0496,2024-06-03,12.28
CUST-0094,2024-06-03,15.52
CUST-0402,2024-06-03,13.65
CUST-0452,2024-06-03,13.09
CUST-0334,2024-06-03,11.32
CUST-0329,2024-06-04,11.04
CUST-0365,2024-06-04,10.48
CUST-0496,2024-06-04,11.62
CUST-0467,2024-06-04,12.4
CUST-0401,2024-06-04,13.47
CUST-0077,2024-06-04,21.28
CUST-0471,2024-06-04,10.91
CUST-0370,2024-06-04,10.72
CUST-0337,2024-06-05,15.19
CUST-0058,2024-06-05,11.12
CUST-0404,2024-06-05,10.68
CUST-0383,2024-06-05,35.03
CUST-0268,2024-06-05,17.09
CUST-0406,2024-06-05,15.6
CUST-0350,2024-06-05,23.78
CUST-0068,2024-06-05,11.8
CUST-0358,2024-06-05,22.45
CUST-0265,2024-06-06,13.65
CUST-0103,2024-06-06,29.88
CUST-0499,2024-06-06,10.25
CUST-0406,2024-06-06,13.61
CUST-0258,2024-06-06,10.64
CUST-0477,2024-06-06,10.24
CUST-0163,2024-06-06,14.41
CUST-0178,2024-06-06,41.17
CUST-0303,2024-06-07,12.67
CUST-0154,2024-06-07,16.77
CUST-0041,2024-06-07,11.54
CUST-0366,2024-06-08,10.72
CUST-0317,2024-06-08,10.65
CUST-0028,2024-06-08,10.6
CUST-0159,2024-06-08,11.52
CUST-0043,2024-06-08,10.49
CUST-0016,2024-06-09,10.2
CUST-0181,2024-06-09,10.24
CUST-0102,2024-06-09,10.64
CUST-0248,2024-06-09,15.55
CUST-0239,2024-06-09,25.79
CUST-0461,2024-06-09,10.28
CUST-0303,2024-06-09,14.81
CUST-0184,2024-06-09,12.0
CUST-0457,2024-06-09,10.2
CUST-0181,2024-06-09,14.68
CUST-0236,2024-06-09,13.48
CUST-0045,2024-06-10,16.25
CUST-0024,2024-06-10,15.74
CUST-0435,2024-06-10,10.11
CUST-0303,2024-06-10,13.56
CUST-0377,2024-06-10,16.45
CUST-0406,2024-06-10,10.21
CUST-0035,2024-06-10,10.54
CUST-0101,2024-06-10,10.22
CUST-0329,2024-06-11,11.93
CUST-0154,2024-06-11,13.36
CUST-0014,2024-06-11,16.68
CUST-0093,2024-06-11,10.97
CUST-0200,2024-06-11,38.85
CUST-0136,2024-06-11,10.68
CUST-0216,2024-06-11,11.52
CUST-0325,2024-06-12,10.03
CUST-0094,2024-06-12,12.16
CUST-0402,2024-06-12,10.37
CUST-0216,2024-06-12,12.86
CUST-0280,2024-06-12,10.58
CUST-0377,2024-06-12,17.6
CUST-0174,2024-06-13,10.56
CUST-0428,2024-06-13,10.31
CUST-0226,2024-06-13,18.23
CUST-0244,2024-06-13,10.98
CUST-0138,2024-06-13,17.29
CUST-0141,2024-06-13,19.74
CUST-0007,2024-06-13,23.12
CUST-0004,2024-06-13,11.74
CUST-0113,2024-06-14,13.39
CUST-0377,2024-06-14,12.57
CUST-0099,2024-06-14,13.15
CUST-0206,2024-06-14,11.15
CUST-0178,2024-06-14,12.94
CUST-0284,2024-06-14,10.28
CUST-0275,2024-06-14,13.61
CUST-0457,2024-06-15,22.2
CUST-0423,2024-06-15,13.92
CUST-0207,2024-06-15,19.69
CUST-0008,2024-06-15,10.44
CUST-0178,2024-06-15,13.06
CUST-0229,2024-06-15,12.05
CUST-0141,2024-06-15,30.9
CUST-0187,2024-06-15,19.39
CUST-0446,2024-06-15,14.54
CUST-0051,2024-06-16,10.22
CUST-0240,2024-06-16,14.12
CUST-0044,2024-06-16,146.75
CUST-0317,2024-06-16,10.5
CUST-0358,2024-06-16,11.55
CUST-0217,2024-06-17,14.97
CUST-0181,2024-06-17,13.82
CUST-0282,2024-06-17,11.11
CUST-0303,2024-06-17,14.65
CUST-0094,2024-06-17,10.17
CUST-0287,2024-06-17,35.45
CUST-0414,2024-06-17,12.94
CUST-0421,2024-06-17,11.46
CUST-0169,2024-06-17,16.01
CUST-0303,2024-06-17,29.18
CUST-0365,2024-06-17,27.87
CUST-0317,2024-06-18,11.29
CUST-0174,2024-06-18,21.09
CUST-0233,2024-06-18,13.12
CUST-0455,2024-06-18,10.28
CUST-0299,2024-06-18,13.75
CUST-0282,2024-06-19,11.95
CUST-0297,2024-06-19,12.44
CUST-0118,2024-06-19,14.82
CUST-0337,2024-06-19,12.84
CUST-0008,2024-06-19,49.56
CUST-0048,2024-06-20,12.38
CUST-0303,2024-06-20,12.67
CUST-0413,2024-06-20,11.2
CUST-0277,2024-06-20,10.21
CUST-0198,2024-06-20,17.88
CUST-0141,2024-06-20,19.99
CUST-0488,2024-06-21,26.07
CUST-0260,2024-06-21,35.24
CUST-0240,2024-06-21,79.56
CUST-0213,2024-06-21,10.47
CUST-0181,2024-06-21,92.64
CUST-0350,2024-06-21,11.73
CUST-0350,2024-06-21,22.47
CUST-0230,2024-06-22,10.24
CUST-0056,2024-06-22,14.21
CUST-0304,2024-06-22,11.2
CUST-0304,2024-06-23,10.1
CUST-0099,2024-06-23,10.39
CUST-0179,2024-06-23,10.88
CUST-0336,2024-06-23,12.56
CUST-0240,2024-06-23,18.99
CUST-0452,2024-06-23,11.62
CUST-0037,2024-06-23,10.53
CUST-0420,2024-06-23,10.79
CUST-0381,2024-06-24,10.58
CUST-0379,2024-06-24,10.79
CUST-0005,2024-06-24,10.98
CUST-0349,2024-06-24,19.61
CUST-0139,2024-06-25,13.29
CUST-0326,2024-06-25,19.38
CUST-0037,2024-06-25,30.25
CUST-0173,2024-06-25,15.64
CUST-0293,2024-06-25,12.6
CUST-0299,2024-06-25,10.79
CUST-0005,2024-06-26,13.63
CUST-0178,2024-06-26,43.49
CUST-0065,2024-06-26,12.01
CUST-0190,2024-06-26,13.74
CUST-0303,2024-06-26,12.22
CUST-0375,2024-06-26,15.65
CUST-0295,2024-06-26,12.7
CUST-0419,2024-06-27,14.88
CUST-0266,2024-06-27,10.37
CUST-0383,2024-06-27,25.02
CUST-0097,2024-06-27,13.33
CUST-0125,2024-06-27,11.0
CUST-0303,2024-06-28,25.98
CUST-0404,2024-06-28,13.6
CUST-0284,2024-06-28,16.08
CUST-0438,2024-06-28,15.91
CUST-0272,2024-06-28,12.89
CUST-0047,2024-06-28,12.69
CUST-0128,2024-06-28,14.44
CUST-0097,2024-06-28,19.33
CUST-0259,2024-06-28,10.76
CUST-0102,2024-06-29,10.62
CUST-0233,2024-06-29,17.92
CUST-0129,2024-06-29,23.84
CUST-0322,2024-06-29,15.46
CUST-0391,2024-06-29,22.35
CUST-0324,2024-06-29,13.4
CUST-0056,2024-06-29,14.07
CUST-0178,2024-06-30,10.63
CUST-0221,2024-06-30,12.68
CUST-0200,2024-06-30,10.53
CUST-0430,2024-06-30,12.72
CUST-0046,2024-06-30,10.01
CUST-0398,2024-06-30,12.17
CUST-0005,2024-07-01,11.57
CUST-0352,2024-07-01,15.63
CUST-0445,2024-07-01,10.97
CUST-0289,2024-07-01,13.81
CUST-0271,2024-07-01,12.67
CUST-0069,2024-07-01,29.84
CUST-0141,2024-07-02,12.82
CUST-0012,2024-07-02,14.0
CUST-0033,2024-07-02,10.56
CUST-0298,2024-07-02,29.17
CUST-0402,2024-07-02,10.82
CUST-0380,2024-07-03,10.45
CUST-0251,2024-07-03,11.64
CUST-0141,2024-07-03,22.98
CUST-0065,2024-07-03,15.56
CUST-0102,2024-07-03,10.47
CUST-0324,2024-07-03,10.47
CUST-0362,2024-07-03,10.4
CUST-0047,2024-07-03,10.62
CUST-0494,2024-07-04,34.33
CUST-0282,2024-07-04,17.91
CUST-0074,2024-07-04,17.13
CUST-0221,2024-07-05,12.86
CUST-0102,2024-07-05,44.2
CUST-0302,2024-07-05,22.21
CUST-0377,2024-07-05,72.31
CUST-0288,2024-07-05,18.85
CUST-0350,2024-07-05,13.81
CUST-0053,2024-07-05,11.19
CUST-0234,2024-07-06,14.08
CUST-0430,2024-07-06,10.35
CUST-0141,2024-07-06,17.87
CUST-0232,2024-07-06,15.91
CUST-0317,2024-07-07,11.75
CUST-0255,2024-07-07,16.01
CUST-0425,2024-07-07,10.96
CUST-0449,2024-07-07,15.5
CUST-0381,2024-07-07,10.22
CUST-0003,2024-07-08,12.72
CUST-0141,2024-07-08,11.26
CUST-0005,2024-07-08,17.3
CUST-0397,2024-07-08,15.43
CUST-0167,2024-07-09,16.13
CUST-0051,2024-07-09,10.41
CUST-0217,2024-07-09,16.75
CUST-0195,2024-07-09,11.43
CUST-0323,2024-07-09,10.16
CUST-0292,2024-07-09,23.44
CUST-0474,2024-07-09,22.41
CUST-0249,2024-07-09,14.34
CUST-0253,2024-07-09,21.01
CUST-0456,2024-07-10,17.24
CUST-0046,2024-07-10,11.54
CUST-0078,2024-07-10,16.35
CUST-0282,2024-07-10,15.35
CUST-0488,2024-07-10,35.77
CUST-0288,2024-07-10,14.03
CUST-0036,2024-07-10,11.56
CUST-0177,2024-07-10,24.45
CUST-0488,2024-07-10,10.42
CUST-0112,2024-07-10,13.11
CUST-0346,2024-07-11,10.55
CUST-0046,2024-07-11,13.45
CUST-0111,2024-07-11,13.55
CUST-0386,2024-07-11,25.54
CUST-0428,2024-07-11,11.76
CUST-0404,2024-07-11,10.15
CUST-0141,2024-07-11,16.61
CUST-0447,2024-07-11,11.24
CUST-0331,2024-07-11,10.97
CUST-0383,2024-07-11,12.81
CUST-0340,2024-07-11,15.38
CUST-0303,2024-07-12,10.03
CUST-0482,2024-07-12,11.71
CUST-0258,2024-07-12,10.97
CUST-0298,2024-07-12,11.33
CUST-0402,2024-07-12,11.54
CUST-0407,2024-07-12,14.13
CUST-0303,2024-07-13,10.6
CUST-0500,2024-07-13,16.77
CUST-0343,2024-07-13,11.4
CUST-0045,2024-07-13,12.92
CUST-0442,2024-07-13,10.78
CUST-0234,2024-07-13,11.05
CUST-0457,2024-07-14,14.0
CUST-0338,2024-07-14,11.07
CUST-0154,2024-07-14,17.26
CUST-0109,2024-07-14,10.1
CUST-0221,2024-07-14,10.61
CUST-0094,2024-07-15,16.04
CUST-0274,2024-07-15,23.6
CUST-0487,2024-07-15,10.9
CUST-0317,2024-07-15,10.34
CUST-0181,2024-07-16,13.28
CUST-0159,2024-07-16,21.79
CUST-0347,2024-07-16,11.25
CUST-0195,2024-07-16,16.24
CUST-0005,2024-07-16,15.72
CUST-0189,2024-07-16,10.85
CUST-0330,2024-07-16,10.7
CUST-0331,2024-07-16,18.51
CUST-0395,2024-07-17,10.36
CUST-0292,2024-07-17,10.99
CUST-0180,2024-07-17,14.54
CUST-0410,2024-07-17,10.91
CUST-0001,2024-07-17,17.97
CUST-0126,2024-07-17,14.06
CUST-0411,2024-07-17,10.68
CUST-0492,2024-07-17,14.55
CUST-0280,2024-07-17,12.38
CUST-0141,2024-07-18,11.75
CUST-0195,2024-07-18,13.82
CUST-0141,2024-07-18,11.26
CUST-0141,2024-07-18,11.32
CUST-0317,2024-07-18,15.81
CUST-0178,2024-07-18,61.34
CUST-0036,2024-07-18,12.54
CUST-0488,2024-07-18,10.17
CUST-0037,2024-07-18,17.61
CUST-0169,2024-07-18,17.42
CUST-0015,2024-07-18,20.72
CUST-0381,2024-07-19,37.71
CUST-0106,2024-07-19,10.06
CUST-0210,2024-07-19,10.08
CUST-0106,2024-07-19,11.14
CUST-0034,2024-07-19,12.45
CUST-0303,2024-07-19,10.6
CUST-0117,2024-07-19,11.94
CUST-0190,2024-07-19,12.41
CUST-0303,2024-07-19,19.88
CUST-0236,2024-07-19,12.67
CUST-0073,2024-07-20,22.95
CUST-0003,2024-07-20,11.07
CUST-0014,2024-07-21,15.53
CUST-0216,2024-07-21,23.72
CUST-0062,2024-07-21,13.35
CUST-0046,2024-07-21,22.4
CUST-0069,2024-07-21,15.37
CUST-0231,2024-07-21,11.29
CUST-0469,2024-07-21,10.27
CUST-0084,2024-07-22,10.19
CUST-0141,2024-07-22,14.45
CUST-0141,2024-07-22,11.39
CUST-0346,2024-07-22,22.93
CUST-0303,2024-07-22,16.45
CUST-0317,2024-07-22,13.09
CUST-0111,2024-07-22,31.52
CUST-0455,2024-07-23,18.02
CUST-0104,2024-07-23,18.06
CUST-0280,2024-07-23,13.61
CUST-0065,2024-07-23,19.15
CUST-0185,2024-07-23,12.2
CUST-0070,2024-07-23,16.24
CUST-0207,2024-07-23,15.22
CUST-0097,2024-07-23,18.33
CUST-0473,2024-07-23,14.86
CUST-0289,2024-07-23,10.82
CUST-0037,2024-07-23,12.03
CUST-0437,2024-07-23,11.01
CUST-0037,2024-07-23,11.91
CUST-0295,2024-07-23,29.88
CUST-0412,2024-07-23,14.02
CUST-0296,2024-07-23,16.02
CUST-0498,2024-07-23,11.09
CUST-0035,2024-07-24,14.24
CUST-0107,2024-07-24,26.93
CUST-0325,2024-07-24,10.45
CUST-0282,2024-07-24,15.56
CUST-0396,2024-07-24,10.38
CUST-0038,2024-07-24,16.49
CUST-0317,2024-07-25,10.88
CUST-0488,2024-07-25,17.24
CUST-0221,2024-07-25,10.55
CUST-0149,2024-07-25,12.16
CUST-0046,2024-07-25,13.96
CUST-0381,2024-07-25,13.87
CUST-0377,2024-07-26,15.92
CUST-0141,2024-07-26,11.21
CUST-0467,2024-07-26,14.52
CUST-0411,2024-07-26,21.85
CUST-0488,2024-07-26,10.79
CUST-0044,2024-07-26,10.22
CUST-0406,2024-07-26,10.08
CUST-0113,2024-07-27,17.86
CUST-0105,2024-07-27,14.47
CUST-0043,2024-07-27,14.81
CUST-0012,2024-07-27,15.58
CUST-0014,2024-07-27,15.13
CUST-0411,2024-07-27,12.39
CUST-0453,2024-07-27,11.17
CUST-0271,2024-07-27,13.62
CUST-0140,2024-07-27,10.67
CUST-0385,2024-07-27,11.14
CUST-0442,2024-07-27,17.14
CUST-0312,2024-07-27,13.46
CUST-0413,2024-07-28,16.57
CUST-0033,2024-07-28,12.6
CUST-0382,2024-07-28,18.06
CUST-0137,2024-07-28,20.98
CUST-0342,2024-07-28,30.87
CUST-0362,2024-07-28,14.21
CUST-0086,2024-07-28,11.25
CUST-0298,2024-07-28,18.11
CUST-0047,2024-07-28,12.4
CUST-0222,2024-07-29,10.43
CUST-0007,2024-07-29,16.35
CUST-0186,2024-07-29,16.65
CUST-0366,2024-07-29,11.36
CUST-0362,2024-07-29,16.34
CUST-0298,2024-07-29,10.7
CUST-0251,2024-07-29,19.91
CUST-0111,2024-07-29,28.63
CUST-0275,2024-07-29,14.04
CUST-0452,2024-07-30,20.43
CUST-0072,2024-07-30,12.31
CUST-0383,2024-07-30,15.09
CUST-0053,2024-07-30,13.25
CUST-0287,2024-07-30,10.45
CUST-0357,2024-07-30,13.78
CUST-0098,2024-07-31,12.17
CUST-0400,2024-07-31,14.55
CUST-0141,2024-07-31,18.03
CUST-0372,2024-08-01,14.03
CUST-0308,2024-08-01,10.21
CUST-0455,2024-08-01,10.11
CUST-0148,2024-08-02,20.41
CUST-0114,2024-08-02,12.98
CUST-0141,2024-08-02,10.26
CUST-0110,2024-08-02,10.17
CUST-0102,2024-08-02,17.64
CUST-0181,2024-08-02,10.18
CUST-0313,2024-08-02,18.99
CUST-0316,2024-08-02,12.5
CUST-0438,2024-08-03,11.89
CUST-0056,2024-08-03,15.15
CUST-0319,2024-08-03,12.07
CUST-0126,2024-08-03,12.45
CUST-0308,2024-08-03,11.4
CUST-0478,2024-08-03,13.43
CUST-0029,2024-08-03,14.27
CUST-0278,2024-08-03,10.02
CUST-0399,2024-08-03,15.93
CUST-0294,2024-08-03,136.85
CUST-0086,2024-08-03,10.49
CUST-0219,2024-08-03,11.13
CUST-0114,2024-08-04,12.08
CUST-0381,2024-08-04,24.97
CUST-0303,2024-08-04,12.02
CUST-0154,2024-08-04,10.27
CUST-0195,2024-08-05,11.26
CUST-0059,2024-08-05,13.17
CUST-0193,2024-08-05,10.32
CUST-0460,2024-08-05,10.6
CUST-0288,2024-08-05,18.68
CUST-0298,2024-08-06,11.56
CUST-0281,2024-08-06,22.98
CUST-0238,2024-08-06,16.5
CUST-0488,2024-08-06,27.76
CUST-0380,2024-08-06,15.11
CUST-0077,2024-08-06,15.11
CUST-0494,2024-08-06,12.45
CUST-0053,2024-08-06,12.98
CUST-0286,2024-08-06,10.52
CUST-0445,2024-08-06,11.23
CUST-0051,2024-08-07,10.29
CUST-0065,2024-08-07,13.26
CUST-0428,2024-08-07,74.7
CUST-0442,2024-08-07,10.16
CUST-0242,2024-08-07,22.46
CUST-0069,2024-08-07,17.03
CUST-0135,2024-08-07,10.27
CUST-0374,2024-08-07,31.7
CUST-0105,2024-08-08,10.02
CUST-0312,2024-08-08,12.79
CUST-0073,2024-08-08,10.15
CUST-0357,2024-08-08,14.05
CUST-0178,2024-08-09,11.25
CUST-0303,2024-08-09,12.02
CUST-0005,2024-08-09,13.04
CUST-0052,2024-08-09,15.61
CUST-0114,2024-08-09,23.11
CUST-0476,2024-08-09,13.59
CUST-0091,2024-08-09,15.08
CUST-0488,2024-08-09,10.06
CUST-0037,2024-08-10,10.34
CUST-0178,2024-08-10,34.32
CUST-0107,2024-08-10,22.16
CUST-0394,2024-08-10,11.7
CUST-0177,2024-08-10,13.57
CUST-0115,2024-08-10,10.95
CUST-0479,2024-08-10,22.81
CUST-0102,2024-08-10,10.27
CUST-0362,2024-08-10,15.31
CUST-0129,2024-08-10,10.83
CUST-0037,2024-08-11,13.65
CUST-0420,2024-08-11,13.68
CUST-0106,2024-08-11,13.05
CUST-0198,2024-08-11,15.0
CUST-0038,2024-08-11,10.79
CUST-0338,2024-08-11,11.55
CUST-0106,2024-08-11,88.37
CUST-0114,2024-08-12,12.04
CUST-0411,2024-08-12,11.16
CUST-0404,2024-08-12,11.31
CUST-0044,2024-08-12,33.31
CUST-0023,2024-08-12,11.02
CUST-0302,2024-08-12,10.04
CUST-0008,2024-08-12,10.48
CUST-0178,2024-08-13,13.29
CUST-0446,2024-08-13,15.62
CUST-0365,2024-08-13,11.71
