campaign_id,date,spend,impressions,clicks,conversions,revenue
G-PERF-002,2025-11-29,134.45,2140,60,2,201.59
G-DISCO-003,2025-11-29,71.92,2343,112,2,92.73
G-BRAND-001,2025-11-30,77.38,1177,62,4,219.84
G-PERF-002,2025-11-30,151.47,1482,62,3,260.11
G-DISCO-003,2025-11-30,71.48,2420,117,2,82.49
G-BRAND-001,2025-12-01,137.57,2411,125,9,584.84
G-PERF-002,2025-12-01,223.33,1769,82,4,379.31
G-DISCO-003,2025-12-01,66.96,3267,128,2,90.24
G-BRAND-001,2025-12-02,151.22,3185,133,13,797.52
G-PERF-002,2025-12-02,249.55,2196,100,2,188.29
G-DISCO-003,2025-12-02,90.3,3116,143,1,53.7
G-BRAND-001,2025-12-03,136.65,2195,110,12,758.3
G-PERF-002,2025-12-03,161.05,1459,59,2,175.48
G-DISCO-003,2025-12-03,87.01,3983,142,3,139.78
G-BRAND-001,2025-12-04,126.03,4765,100,5,314.08
G-PERF-002,2025-12-04,256.17,1561,90,2,157.21
G-DISCO-003,2025-12-04,82.21,3153,124,2,87.77
G-BRAND-001,2025-12-05,137.81,3373,108,11,604.91
G-PERF-002,2025-12-05,244.92,2166,102,3,304.36
G-DISCO-003,2025-12-05,73.76,4165,110,2,106.5
G-BRAND-001,2025-12-06,76.94,2264,62,5,316.18
G-PERF-002,2025-12-06,114.04,1685,47,2,162.44
G-DISCO-003,2025-12-06,64.53,1956,98,2,74.25
G-BRAND-001,2025-12-07,71.47,2401,66,4,255.59
G-PERF-002,2025-12-07,130.36,1386,57,2,176.59
G-DISCO-003,2025-12-07,61.92,3095,105,2,94.23
G-BRAND-001,2025-12-08,144.82,4012,128,11,596.24
G-PERF-002,2025-12-08,173.39,1893,61,1,91.58
G-DISCO-003,2025-12-08,84.43,5369,137,2,78.69
G-BRAND-001,2025-12-09,134.13,2575,118,14,929.99
G-PERF-002,2025-12-09,208.96,2271,74,2,139.65
G-DISCO-003,2025-12-09,78.36,4359,111,2,106.7
G-BRAND-001,2025-12-10,126.33,2215,105,8,590.7
G-PERF-002,2025-12-10,208.87,3437,73,3,233.79
G-DISCO-003,2025-12-10,74.99,4714,126,2,98.73
G-BRAND-001,2025-12-11,141.96,4892,120,6,432.92
G-PERF-002,2025-12-11,242.33,1757,93,2,184.89
G-DISCO-003,2025-12-11,85.85,6805,164,4,198.1
G-BRAND-001,2025-12-12,113.86,2869,109,7,512.64
G-PERF-002,2025-12-12,203.91,1822,93,3,286.69
G-DISCO-003,2025-12-12,87.52,2870,139,3,116.96
G-BRAND-001,2025-12-13,73.05,1944,55,2,122.24
G-PERF-002,2025-12-13,131.68,1608,53,2,155.67
G-DISCO-003,2025-12-13,52.29,1615,96,2,75.43
G-BRAND-001,2025-12-14,107.64,1709,97,11,819.98
G-PERF-002,2025-12-14,120.88,1767,53,2,192.34
G-DISCO-003,2025-12-14,66.12,2930,116,2,81.67
G-BRAND-001,2025-12-15,120.85,2183,99,11,598.63
G-PERF-002,2025-12-15,211.56,1357,78,2,200.62
G-DISCO-003,2025-12-15,77.09,2138,109,2,98.31
G-BRAND-001,2025-12-16,123.51,3116,107,5,329.48
G-PERF-002,2025-12-16,181.78,2493,71,2,192.33
G-DISCO-003,2025-12-16,77.51,3095,132,2,84.37
G-BRAND-001,2025-12-17,136.95,4086,98,10,639.49
G-PERF-002,2025-12-17,172.42,2018,76,1,100.57
G-DISCO-003,2025-12-17,72.09,4984,126,2,77.72
G-BRAND-001,2025-12-18,151.96,2555,118,7,431.68
G-PERF-002,2025-12-18,250.38,2510,90,3,275.34
G-DISCO-003,2025-12-18,73.37,2637,127,1,44.58
G-BRAND-001,2025-12-19,103.96,1673,79,3,210.26
G-PERF-002,2025-12-19,241.71,2981,110,3,211.22
G-DISCO-003,2025-12-19,79.32,5851,141,2,103.72
G-BRAND-001,2025-12-20,72.96,1296,65,3,233.45
G-PERF-002,2025-12-20,122.0,2409,49,2,165.93
G-DISCO-003,2025-12-20,65.03,4298,112,2,96.72
G-BRAND-001,2025-12-21,103.32,3122,75,7,471.3
G-PERF-002,2025-12-21,138.88,1933,63,1,77.42
G-DISCO-003,2025-12-21,47.16,1795,79,1,50.02
G-BRAND-001,2025-12-22,137.43,2719,126,8,523.69
G-PERF-002,2025-12-22,210.95,2828,90,2,197.06
G-DISCO-003,2025-12-22,102.19,6936,170,3,140.07
G-BRAND-001,2025-12-23,127.7,2034,121,13,720.61
G-PERF-002,2025-12-23,246.08,2888,100,4,375.73
G-DISCO-003,2025-12-23,102.18,8902,184,2,81.44
G-BRAND-001,2025-12-24,98.39,1376,71,5,341.71
G-PERF-002,2025-12-24,210.1,1684,81,2,172.49
G-DISCO-003,2025-12-24,88.64,4228,137,2,79.32
G-BRAND-001,2025-12-25,144.48,3396,121,11,810.67
G-PERF-002,2025-12-25,228.11,1647,79,3,290.34
G-DISCO-003,2025-12-25,66.32,2568,96,1,46.96
G-BRAND-001,2025-12-26,114.56,2055,102,5,352.03
G-PERF-002,2025-12-26,230.15,1410,82,3,283.86
G-DISCO-003,2025-12-26,92.83,5542,139,3,122.51
G-BRAND-001,2025-12-27,104.43,4439,94,9,531.64
G-PERF-002,2025-12-27,116.47,1137,49,1,83.48
G-DISCO-003,2025-12-27,54.88,2132,91,1,40.59
